const_code,party_code,party_percent
W07000047,LD,0.084
W07000047,PC,0.055
W07000047,BRX,0.055
E14000851,CON,0.591
E14000851,LAB,0.298
E14000851,LD,0.08
E14000851,GRN,0.031
E14000947,CON,0.523
E14000947,LAB,0.392
E14000947,LD,0.085
E14000986,CON,0.663
E14000986,LAB,0.237
E14000986,LD,0.053
E14000986,GRN,0.02
E14000986,UKIP,0.018
E14000986,IND,0.009
E14000987,CON,0.577
E14000987,LAB,0.222
E14000987,LD,0.157
E14000987,GRN,0.043
E14000988,CON,0.536
E14000988,LD,0.352
E14000988,LAB,0.074
E14000988,IND,0.038
E14000989,CON,0.597
E14000989,LAB,0.341
E14000989,LD,0.062
E14000990,CON,0.584
E14000990,LD,0.218
E14000990,LAB,0.152
E14000990,GRN,0.046
E14000852,CON,0.624
E14000852,LAB,0.267
E14000852,LD,0.071
E14000852,GRN,0.037
E14000948,CON,0.561
E14000948,LAB,0.342
E14000948,LD,0.057
E14000948,GRN,0.04
E14000993,CON,0.63
E14000993,LAB,0.185
E14000993,LD,0.12
E14000993,GRN,0.04
E14000993,YRKS,0.016
E14000993,IND,0.004
E14000994,CON,0.578
E14000994,LD,0.341
E14000994,LAB,0.081
E14000995,CON,0.586
E14000995,LAB,0.344
E14000995,LD,0.032
E14000995,IND,0.022
E14000995,GRN,0.017
E14000996,CON,0.602
E14000996,LAB,0.195
E14000996,LD,0.148
E14000996,GRN,0.038
E14000996,UKIP,0.016
E14000997,CON,0.628
E14000997,LD,0.155
E14000997,LAB,0.145
E14000997,GRN,0.072
E14000998,LAB,0.527
E14000998,CON,0.282
E14000998,LD,0.142
E14000998,GRN,0.04
E14000998,BRX,0.008
E14000998,SDP,0.001
E14000999,CON,0.592
E14000999,LD,0.24
E14000999,LAB,0.13
E14000999,GRN,0.025
E14000999,IND,0.013
W07000053,LAB,0.418
W07000053,CON,0.318
W07000053,BRX,0.154
W07000053,LD,0.049
W07000053,PC,0.039
W07000053,GRN,0.022
E14001001,CON,0.532
E14001001,LD,0.288
E14001001,LAB,0.17
E14001001,IND,0.01
E14001002,LAB,0.76
E14001002,CON,0.116
E14001002,LD,0.068
E14001002,GRN,0.04
E14001002,BRX,0.011
E14001002,SDP,0.002
E14001003,CON,0.46
E14001003,LAB,0.383
E14001003,LD,0.121
E14001003,GRN,0.029
E14001003,LIB,0.007
E14001004,CON,0.551
E14001004,LD,0.283
E14001004,LAB,0.148
E14001004,IND,0.009
E14001004,IND,0.009
E14001005,LD,0.561
E14001005,CON,0.342
E14001005,LAB,0.085
E14001005,BRX,0.013
E14001006,LAB,0.481
E14001006,CON,0.394
E14001006,LD,0.068
E14001006,BRX,0.035
E14001006,GRN,0.023
E14000853,LAB,0.497
E14000853,CON,0.307
E14000853,BRX,0.104
E14000853,LD,0.064
E14000853,GRN,0.028
N06000017,DUP,0.41
N06000017,SF,0.246
N06000017,APNI,0.129
N06000017,UUP,0.124
N06000017,SDLP,0.092
E14001007,CON,0.526
E14001007,LAB,0.376
E14001007,LD,0.063
E14001007,GRN,0.023
E14001007,UKIP,0.006
E14001007,MRLP,0.003
W07000060,CON,0.464
W07000060,LAB,0.415
W07000060,PC,0.042
W07000060,BRX,0.04
W07000060,LD,0.04
W07000078,CON,0.498
W07000078,LAB,0.433
W07000078,GRN,0.059
W07000078,GWLD,0.009
E14001008,LAB,0.561
E14001008,LD,0.213
E14001008,CON,0.167
E14001008,GRN,0.045
E14001008,BRX,0.011
E14001008,IND,0.002
E14001009,CON,0.473
E14001009,LAB,0.398
E14001009,BRX,0.061
E14001009,LD,0.039
E14001009,YRKS,0.019
E14001009,IND,0.01
E14001010,LAB,0.643
E14001010,CON,0.249
E14001010,BRX,0.044
E14001010,LD,0.04
E14001010,GRN,0.024
E14001011,CON,0.638
E14001011,LAB,0.311
E14001011,LD,0.034
E14001011,GRN,0.017
E14001012,LAB,0.491
E14001012,CON,0.41
E14001012,BRX,0.039
E14001012,LD,0.038
E14001012,GRN,0.015
E14001012,IND,0.007
E14001013,LAB,0.761
E14001013,CON,0.123
E14001013,LD,0.059
E14001013,GRN,0.036
E14001013,BRX,0.016
E14001013,CPA,0.005
E14001014,LAB,0.423
E14001014,CON,0.403
E14001014,BRX,0.078
E14001014,LD,0.063
E14001014,GRN,0.03
E14001014,CPA,0.004
E14001015,CON,0.507
E14001015,LD,0.319
E14001015,LAB,0.152
E14001015,IND,0.022
E14001016,LAB,0.588
E14001016,CON,0.279
E14001016,BRX,0.066
E14001016,LD,0.043
E14001016,GRN,0.024
E14001017,LAB,0.442
E14001017,CON,0.409
E14001017,LD,0.066
E14001017,BRX,0.056
E14001017,GRN,0.027
E14001018,CON,0.455
E14001018,LAB,0.423
E14001018,LD,0.093
E14001018,BRX,0.026
E14001018,SDP,0.003
E14001019,LAB,0.438
E14001019,CON,0.423
E14001019,LD,0.092
E14001019,GRN,0.028
E14001019,BRX,0.015
E14001019,IND,0.003
E14000854,CON,0.659
E14000854,LAB,0.268
E14000854,LD,0.045
E14000854,GRN,0.028
E14001020,LAB,0.425
E14001020,CON,0.326
E14001020,BRX,0.145
E14001020,LD,0.055
E14001020,GRN,0.027
E14001020,UKIP,0.022
E14001021,CON,0.455
E14001021,LAB,0.379
E14001021,LD,0.161
E14001021,SDP,0.006
E14001022,CON,0.622
E14001022,LAB,0.269
E14001022,GRN,0.053
E14001022,LD,0.051
E14001022,CPA,0.005
E14001023,CON,0.608
E14001023,LD,0.187
E14001023,LAB,0.154
E14001023,GRN,0.051
E14001024,LAB,0.449
E14001024,CON,0.438
E14001024,LD,0.065
E14001024,BRX,0.027
E14001024,GRN,0.021
E14001025,CON,0.622
E14001025,LAB,0.265
E14001025,LD,0.079
E14001025,GRN,0.035
E14001026,CON,0.541
E14001026,LD,0.379
E14001026,LAB,0.07
E14001026,IND,0.006
E14001026,MTHR,0.004
E14001027,CON,0.526
E14001027,LAB,0.316
E14001027,LD,0.127
E14001027,GRN,0.031
E14001028,LAB,0.403
E14001028,CON,0.351
E14001028,BRX,0.169
E14001028,LD,0.041
E14001028,YRKS,0.029
E14001028,SDP,0.008
E14001029,CON,0.467
E14001029,LAB,0.423
E14001029,BRX,0.041
E14001029,LD,0.036
E14001029,GRN,0.017
E14001029,IND,0.014
E14001030,CON,0.505
E14001030,LAB,0.395
E14001030,BRX,0.053
E14001030,LD,0.027
E14001030,GRN,0.019
E14001032,LAB,0.701
E14001032,CON,0.163
E14001032,LD,0.069
E14001032,GRN,0.03
E14001032,BRX,0.028
E14001032,CPA,0.008
N06000018,SF,0.402
N06000018,DUP,0.22
N06000018,SDLP,0.178
N06000018,APNI,0.097
N06000018,UUP,0.067
N06000018,AONT,0.024
E14001036,LAB,0.542
E14001036,CON,0.291
E14001036,LD,0.13
E14001036,GRN,0.025
E14001036,BRX,0.01
E14001036,CPA,0.003
E14001037,LD,0.489
E14001037,CON,0.453
E14001037,LAB,0.044
E14001037,BRX,0.014
E14001038,CON,0.575
E14001038,LAB,0.267
E14001038,LD,0.125
E14001038,GRN,0.033
E14001039,LAB,0.467
E14001039,CON,0.318
E14001039,BRX,0.132
E14001039,LD,0.054
E14001039,GRN,0.029
E14000860,CON,0.591
E14000860,LD,0.269
E14000860,LAB,0.104
E14000860,GRN,0.035
E14000954,CON,0.602
E14000954,LAB,0.208
E14000954,LD,0.146
E14000954,GRN,0.044
E14001040,CON,0.384
E14001040,LD,0.372
E14001040,LAB,0.237
E14001040,IND,0.007
E14001041,CON,0.483
E14001041,LD,0.466
E14001041,LAB,0.046
E14001041,JACP,0.005
E14001042,CON,0.586
E14001042,LD,0.213
E14001042,LAB,0.152
E14001042,GRN,0.033
E14001042,IND,0.009
E14001042,IND,0.007
E14001043,LAB,0.512
E14001043,CON,0.372
E14001043,LD,0.067
E14001043,BRX,0.028
E14001043,GRN,0.022
E14001044,LAB,0.482
E14001044,CON,0.412
E14001044,LD,0.063
E14001044,GRN,0.022
E14001044,BRX,0.02
E14001045,CON,0.666
E14001045,LAB,0.178
E14001045,LD,0.093
E14001045,GRN,0.063
E14001046,CON,0.552
E14001046,LD,0.305
E14001046,LAB,0.143
E14001047,CON,0.489
E14001047,LD,0.308
E14001047,LAB,0.164
E14001047,GRN,0.028
E14001047,UKIP,0.011
E14001048,CON,0.496
E14001048,LD,0.377
E14001048,LAB,0.104
E14001048,GRN,0.022
E14001048,ADV,0.001
E14001049,CON,0.517
E14001049,LAB,0.398
E14001049,BRX,0.039
E14001049,LD,0.028
E14001049,GRN,0.018
E14001050,LAB,0.464
E14001050,CON,0.427
E14001050,BRX,0.063
E14001050,LD,0.03
E14001050,GRN,0.016
E14001051,CON,0.483
E14001051,LAB,0.443
E14001051,LD,0.05
E14001051,BRX,0.025
E14001052,CON,0.508
E14001052,LAB,0.375
E14001052,LD,0.072
E14001052,GRN,0.033
E14001052,IND,0.011
E14000818,CON,0.667
E14000818,LAB,0.168
E14000818,LD,0.115
E14000818,GRN,0.039
E14000818,MRLP,0.011
E14001035,CON,0.607
E14001035,LD,0.181
E14001035,LAB,0.165
E14001035,GRN,0.047
E14001053,CON,0.493
E14001053,LAB,0.392
E14001053,BRX,0.042
E14001053,LD,0.037
E14001053,IND,0.02
E14001053,GRN,0.014
E14001054,LAB,0.457
E14001054,CON,0.385
E14001054,BRX,0.072
E14001054,LD,0.056
E14001054,GRN,0.029
E14000682,CON,0.51
E14000682,LAB,0.37
E14000682,LD,0.078
E14000682,GRN,0.038
E14000682,IND,0.005
E14001055,CON,0.558
E14001055,LAB,0.286
E14001055,LD,0.11
E14001055,GRN,0.037
E14001055,IND,0.009
E14000992,CON,0.635
E14000992,LAB,0.252
E14000992,LD,0.083
E14000992,GRN,0.03
W07000044,CON,0.453
W07000044,LAB,0.39
W07000044,PC,0.064
W07000044,LD,0.043
W07000044,BRX,0.036
W07000044,GRN,0.013
E14001056,CON,0.452
E14001056,LAB,0.375
E14001056,LD,0.119
E14001056,GRN,0.027
E14001056,WY,0.017
E14001056,UKIP,0.006
E14001057,CON,0.597
E14001057,LAB,0.28
E14001057,LD,0.084
E14001057,GRN,0.033
E14001057,IND,0.006
E14001058,CON,0.652
E14001058,LAB,0.228
E14001058,LD,0.081
E14001058,GRN,0.039
E14001059,LAB,0.533
E14001059,CON,0.301
E14001059,LD,0.07
E14001059,BRX,0.061
E14001059,GRN,0.035
E14001059,CLGB,0.001
E14001060,CON,0.584
E14001060,LD,0.311
E14001060,LAB,0.063
E14001060,GRN,0.027
E14001060,IND,0.012
E14001060,TCRP,0.003
W07000041,CON,0.355
W07000041,LAB,0.301
W07000041,PC,0.285
W07000041,BRX,0.06
E14001061,LAB,0.552
E14001061,CON,0.278
E14001061,LD,0.084
E14001061,GRN,0.043
E14001061,BRX,0.03
E14001061,YRKS,0.011
E14001062,CON,0.494
E14001062,LAB,0.313
E14001062,LD,0.181
E14001062,IND,0.013
E14000683,CON,0.644
E14000683,LAB,0.212
E14000683,LD,0.08
E14000683,YRKS,0.032
E14000683,GRN,0.032
